X,Y,OBJECTID,NoticeNum,DateNotice,DateCancel,DateAbate,NT,OWNER_ABBR,HousingMarketTypology2023,Council_District,Neighborhood,BLOCKLOT,Address
1417098.35118622,588426.320118055,2343,2473055A,2025/01/21 14:18:00+00,,,Vacant,,E,10,Washington Village/Pigtown,0856A062,613 ARCHER ST
1417102.69172873,588329.756334811,2354,1456033A,2016/10/27 09:11:00+00,,,Vacant,,E,10,Washington Village/Pigtown,0856A070,629 ARCHER ST
1417184.95993689,588086.990744233,2360,2464661A,2024/12/15 18:06:00+00,,,Vacant,,E,10,Washington Village/Pigtown,0856B002,1000 W CROSS ST
1431833.87748939,596605.944506809,2458,1554514A,2017/07/09 11:37:00+00,,,Vacant,,I,13,Biddle Street,1576 007J,2820 E CHASE ST
1431879.01191355,596861.041765645,2501,1761982A,2019/02/08 13:59:00+00,,,Vacant,,I,13,Biddle Street,1576 036,2833 E BIDDLE ST
1431742.95542714,596326.9020859,2519,2233527A,2023/04/21 17:27:00+00,,,Vacant,,I,13,Biddle Street,1576 067,1041 N KENWOOD AVE
1429827.02389155,599405.192189142,2593,2203994A,2023/02/03 10:18:00+00,,,Vacant,,J,13,Broadway East,1453 017,1822 N MONTFORD AVE
1429824.45434289,599392.323448479,2594,763936A,2011/09/22 08:14:00+00,,,Vacant,,J,13,Broadway East,1453 018,1820 N MONTFORD AVE
1429826.65250123,599339.839301482,2598,71308A,2005/07/12 15:16:00+00,,,Vacant,,J,13,Broadway East,1453 022,1812 N MONTFORD AVE
1429827.24764439,599326.625089064,2599,646563A,2010/12/09 10:28:00+00,,,Vacant,,J,13,Broadway East,1453 023,1810 N MONTFORD AVE
1429827.84114714,599313.654314473,2600,372305A,2008/10/23 15:42:00+00,,,Vacant,,J,13,Broadway East,1453 024,1808 N MONTFORD AVE
1429829.00387447,599288.043801397,2602,1199373A,2015/02/05 17:01:00+00,,,Vacant,,J,13,Broadway East,1453 026,1804 N MONTFORD AVE
1429830.28930497,599262.022856057,2607,515222A,2009/11/24 13:32:00+00,,,Vacant,,J,13,Broadway East,1453 028,1800 N MONTFORD AVE
1429844.94511555,599211.263771221,2609,763742A,2011/09/26 16:02:00+00,,,Vacant,,J,13,Broadway East,1453 030,2312 E LAFAYETTE AVE
1429830.72992089,599210.440938234,2610,1969209A,2021/02/08 12:55:00+00,,,Vacant,,J,13,Broadway East,1453 031,2310 E LAFAYETTE AVE
1429816.8949748,599209.640742972,2611,221401A,2007/07/11 10:36:00+00,,,Vacant,,J,13,Broadway East,1453 032,2308 E LAFAYETTE AVE
1429775.4462388,599201.75263539,2614,1223661A,2015/05/07 16:23:00+00,,,Vacant,,J,13,Broadway East,1453 035,2302 E LAFAYETTE AVE
1429944.41309246,599217.288693562,2616,2325043A,2023/11/24 12:21:00+00,,,Vacant,,J,13,Broadway East,1454 001,2400 E LAFAYETTE AVE
1428235.58350489,597949.134405732,2636,322158A,2008/05/27 15:56:00+00,,,Vacant,,I,12,Broadway East,1479 051,1502 N WASHINGTON ST
1428168.98980606,597960.831888899,2643,2319797A,2023/11/06 15:59:00+00,,,Vacant,,I,12,Broadway East,1479 054,1912 E OLIVER ST
1428069.4319343,598063.830698639,2659,1067700A,2014/03/28 14:05:00+00,,,Vacant,,I,12,Broadway East,1479 066,1510 N CHAPEL ST
1428068.79479647,598075.634808898,2660,1284725A,2015/08/23 22:55:00+00,,,Vacant,,I,12,Broadway East,1479 067,1512 N CHAPEL ST
1428066.8591048,598111.562230483,2663,994433A,2013/07/23 07:57:00+00,,,Vacant,,I,12,Broadway East,1479 070,1518 N CHAPEL ST
1428066.21114022,598123.522508398,2664,1011476A,2013/09/05 14:25:00+00,,,Vacant,,I,12,Broadway East,1479 071,1520 N CHAPEL ST
1428065.56153522,598135.45260264,2665,514011A,2009/11/25 12:58:00+00,,,Vacant,,I,12,Broadway East,1479 072,1522 N CHAPEL ST
1428064.90504047,598147.454219058,2666,1081578A,2014/05/02 15:53:00+00,,,Vacant,,I,12,Broadway East,1479 073,1524 N CHAPEL ST
1410221.50437564,590785.78455922,2674,2081985A,2022/02/23 11:27:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2153 005,9 N WHEELER AVE
1428364.68888973,597962.130114645,2687,1480838A,2017/01/03 16:17:00+00,,,Vacant,,I,12,Broadway East,1480 002,2002 E OLIVER ST
1410216.56508106,590897.393916056,2689,2244665A,2023/05/19 13:39:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2153 013,25 N WHEELER AVE
1430594.78580748,594980.681025058,2690,2346872A,2024/02/13 09:59:00+00,,,Vacant,,I,13,Milton-Montford,1625 019,737 N MILTON AVE
1409425.04796331,590264.869262472,2691,640555A,2010/11/01 14:21:00+00,,,Vacant,,J,9,Shipley Hill,2171 059,2518 HOLLINS ST
1409438.82057355,590265.667161137,2692,2261145A,2023/06/26 10:43:00+00,,,Vacant,,J,9,Shipley Hill,2171 060,2516 HOLLINS ST
1409452.61352497,590266.464403644,2693,2191368A,2024/02/27 11:57:00+00,,,Vacant,,J,9,Shipley Hill,2171 061,2514 HOLLINS ST
1409466.35496731,590267.27181673,2694,2473243A,2025/04/14 14:16:00+00,,,Vacant,,J,9,Shipley Hill,2171 062,2512 HOLLINS ST
1409492.99270931,590268.802981645,2710,329883A,2008/07/01 08:54:00+00,,,Vacant,,J,9,Shipley Hill,2171 064,2508 HOLLINS ST
1409519.99298339,590270.353175387,2712,2346422A,2024/02/08 09:27:00+00,,,Vacant,,J,9,Shipley Hill,2171 066,2504 HOLLINS ST
1409533.56513472,590271.142871976,2713,2401001A,2024/06/21 11:00:00+00,,,Vacant,,J,9,Shipley Hill,2171 067,2502 HOLLINS ST
1430870.0700338,595033.425670221,2714,1737771A,2018/10/26 18:42:00+00,,,Vacant,,I,13,Milton-Montford,1625 039,2529 E MADISON ST
1430860.76559047,594967.25126189,2717,1773760A,2019/03/25 11:59:00+00,,,Vacant,,I,13,Milton-Montford,1625 042,718 N LUZERNE AVE
1430863.92601722,594909.314041808,2721,1978422A,2021/03/19 11:31:00+00,,,Vacant,,I,13,Milton-Montford,1625 046,710 N LUZERNE AVE
1430865.34399338,594880.45747222,2723,2145997A,2022/08/16 09:27:00+00,,,Vacant,,I,13,Milton-Montford,1625 048,706 N LUZERNE AVE
1409303.76999064,590476.280913144,2729,852411A,2012/06/18 10:15:00+00,,,Vacant,,J,9,Shipley Hill,2171 024,2547 W BALTIMORE ST
1409217.72193439,590442.822646722,2731,639456A,2010/10/26 16:27:00+00,,,Vacant,,J,9,Shipley Hill,2171 027,2559 W BALTIMORE ST
1430672.62292214,594773.280521229,2736,1781156A,2019/04/22 09:52:00+00,,,Vacant,,I,13,Milton-Montford,1625 066,2512 E MONUMENT ST
1430678.75873664,594923.879301399,2746,1891790A,2020/03/31 14:17:00+00,,,Vacant,,I,13,Milton-Montford,1625 076,716 N ROSE ST
1409189.76726589,590441.216350734,2747,2025909A,2021/08/02 09:16:00+00,,,Vacant,,J,9,Shipley Hill,2171 029,2563 W BALTIMORE ST
1409175.79321247,590440.537218228,2748,2328839A,2023/12/15 08:39:00+00,,,Vacant,,J,9,Shipley Hill,2171 030,2565 W BALTIMORE ST
1430678.06680889,594936.0210094,2751,2468857A,2025/01/05 17:56:00+00,,,Vacant,,I,13,Milton-Montford,1625 077,718 N ROSE ST
1430676.23905663,594971.796200305,2754,424048A,2009/04/17 15:35:00+00,,,Vacant,,I,13,Milton-Montford,1625 080,724 N ROSE ST
1430784.3477643,594942.282807887,2758,1332058A,2015/12/15 10:25:00+00,,,Vacant,MCC,I,13,Milton-Montford,1625 084,719 N ROSE ST
1430788.10103764,594857.841703817,2765,1513575A,2017/03/24 16:07:00+00,,,Vacant,,I,13,Milton-Montford,1625 091,705 N ROSE ST
1430788.90910688,594844.843370229,2766,1956715A,2020/12/09 06:39:00+00,,,Vacant,,I,13,Milton-Montford,1625 092,703 N ROSE ST
1409119.88485973,590437.941750973,2767,2097623A,2022/04/20 13:54:00+00,,,Vacant,,J,9,Shipley Hill,2171 034,2573 W BALTIMORE ST
1430789.69289798,594831.367675394,2770,1332059A,2015/12/15 11:29:00+00,,,Vacant,,I,13,Milton-Montford,1625 093,701 N ROSE ST
1409060.98340271,590434.2760759,2785,1729500A,2018/09/30 19:54:00+00,,,Vacant,,J,9,Shipley Hill,2171 038,2581 W BALTIMORE ST
1409042.76362288,590431.427328303,2786,2086232A,2022/03/10 15:26:00+00,,,Vacant,,J,9,Shipley Hill,2171 039,2583 W BALTIMORE ST
1409028.04022713,590432.201933056,2787,1915076A,2021/01/11 05:27:00+00,,,Vacant,,J,9,Shipley Hill,2171 040,2585 W BALTIMORE ST
1431071.46070714,595045.848545641,2792,2247748A,2023/06/01 10:34:00+00,,,Vacant,,I,13,Madison-Eastend,1626 021,2617 E MADISON ST
1431191.37647781,595053.278648898,2798,300337A,2008/03/19 15:08:00+00,,,Vacant,,I,13,Madison-Eastend,1626 027,2629 E MADISON ST
1431269.14436689,595058.183494732,2807,2211356A,2023/03/01 16:28:00+00,,,Vacant,,I,13,Madison-Eastend,1626 033,2641 E MADISON ST
1417829.12826797,588335.398711979,2819,1262048A,2016/11/04 13:13:00+00,,,Vacant,HABC,E,10,Washington Village/Pigtown,0858 093,811 WOODWARD ST
1417554.07107531,588260.301093146,2871,1759703A,2019/02/07 17:24:00+00,,,Vacant,,E,10,Washington Village/Pigtown,0858 134,850 MANGOLD ST
1418056.0051108,588545.462268233,2924,1869759A,2020/01/02 11:08:00+00,,,Vacant,,E,10,Washington Village/Pigtown,0859 034,713 CARROLL ST
1425066.3611688,599051.347752482,2938,2207054A,2023/02/15 00:19:00+00,,,Vacant,,J,12,Oliver,1099B093,1807 HOPE ST
1425056.11348589,599028.810395971,2940,262741A,2007/11/08 12:46:00+00,,,Vacant,,J,12,Oliver,1099B095,1803 HOPE ST
1425209.38876988,599091.702002481,2947,200071A,2007/05/21 15:26:00+00,,,Vacant,,J,12,Oliver,1099B102,1810 AIKEN ST
1425212.91402531,599105.039246142,2952,351179A,2008/08/18 10:39:00+00,,,Vacant,HABC,J,12,Oliver,1099B103,1812 AIKEN ST
1425216.44190539,599118.286266893,2953,649659A,2010/12/14 07:42:00+00,,,Vacant,,J,12,Oliver,1099B104,1814 AIKEN ST
1425371.96390405,599075.859186396,2974,226170A,2007/07/24 11:54:00+00,,,Vacant,,J,12,Oliver,1099B120,1811 AIKEN ST
1425368.30446255,599062.222402647,2975,200075A,2007/05/21 15:12:00+00,,,Vacant,,J,12,Oliver,1099B121,1809 AIKEN ST
1425364.79036197,599048.680106893,2976,163433A,2006/10/26 13:30:00+00,,,Vacant,,J,12,Oliver,1099B122,1807 AIKEN ST
1425886.98091863,599131.431909889,3001,2186852A,2022/11/30 11:15:00+00,,,Vacant,,J,12,Oliver,1100 039,1824 N CAROLINE ST
1425895.08949822,599019.726752728,3012,1955799A,2020/12/03 04:44:00+00,,,Vacant,,J,12,Oliver,1100 047,1808 N CAROLINE ST
1425895.0012438,599006.535178065,3013,2247345A,2023/05/23 13:09:00+00,,,Vacant,,J,12,Oliver,1100 048,1806 N CAROLINE ST
1425772.25608248,598980.563445225,3021,233727A,2007/08/16 17:50:00+00,,,Vacant,,J,12,Oliver,1100 056,1408 E LAFAYETTE AVE
1426037.96650906,599352.26250498,3051,1946637A,2020/10/24 01:27:00+00,,,Vacant,,I,12,Oliver,1101 024,1505 E NORTH AVE
1426054.88182956,599353.347476557,3052,2000844A,2021/05/28 13:27:00+00,,,Vacant,,I,12,Oliver,1101 025,1507 E NORTH AVE
1426172.72476973,599361.902577564,3056,2336868A,2024/01/08 20:34:00+00,,,Vacant,,I,12,Oliver,1101 031,1519 E NORTH AVE
1426190.06430197,599363.310383141,3057,2462728A,2024/12/08 18:20:00+00,,,Vacant,,I,12,Oliver,1101 032,1521 E NORTH AVE
1426206.71584347,599364.387152642,3061,2247065A,2023/05/23 13:00:00+00,,,Vacant,,I,12,Oliver,1101 033,1523 E NORTH AVE
1426223.30439296,599365.449814558,3062,2081164A,2022/02/18 20:35:00+00,,,Vacant,,I,12,Oliver,1101 034,1525 E NORTH AVE
1409386.99817064,586642.038253561,3074,2128218A,2024/01/03 14:59:00+00,,,Vacant,,J,9,Millhill,2100 094,2673 EAGLE ST
1409375.17306305,586637.268249974,3075,2128340A,2024/01/03 15:00:00+00,,,Vacant,,J,9,Millhill,2100 095,2675 EAGLE ST
1409350.88603814,586626.730541393,3107,2382406A,2024/05/16 15:14:00+00,,,Vacant,,J,9,Millhill,2100 097,2679 EAGLE ST
1409339.24760997,586621.685932055,3108,2328079A,2023/12/10 06:33:00+00,,,Vacant,,J,9,Millhill,2100 098,2681 EAGLE ST
1409302.87235464,586605.905123726,3124,2382150A,2024/05/16 14:39:00+00,,,Vacant,,J,9,Millhill,2100 101,2687 EAGLE ST
1426653.73496255,596326.640275389,3260,2194617A,2023/01/07 02:08:00+00,,,Vacant,,E,12,Gay Street,1164B013,1614 E CHASE ST
1426639.49122463,596326.610747889,3261,2332227A,2023/12/22 10:40:00+00,,,Vacant,,E,12,Gay Street,1164B014,1612 E CHASE ST
1426574.57928097,596553.827813148,3278,1977003A,2021/05/10 22:29:00+00,,,Vacant,,E,12,Gay Street,1164B032,1127 N BOND ST
1432057.99777606,597421.572796807,3439,2448881A,2024/11/06 11:20:00+00,,,Vacant,,G,13,Berea,1524A018,1304 N LINWOOD AVE
1430182.57272114,596519.256031901,3506,2469874A,2025/02/04 16:08:00+00,,,Vacant,,J,13,Biddle Street,1555 054,2414 E CHASE ST
1430209.7347403,596520.721908227,3512,2408151A,2024/07/28 16:13:00+00,,,Vacant,,J,13,Biddle Street,1555 056,2418 E CHASE ST
1430268.08993855,596523.800314143,3514,2151483A,2022/08/22 09:48:00+00,,,Vacant,,J,13,Biddle Street,1555 058,2422 E CHASE ST
1411969.00120872,595531.881366223,3552,2475225A,2025/02/05 13:40:00+00,,,Vacant,,J,9,Midtown-Edmondson,0049 010,1118 N MONROE ST
1411963.18888439,595545.408242062,3553,2336804A,2024/01/11 09:18:00+00,,,Vacant,,J,9,Midtown-Edmondson,0049 011,1120 N MONROE ST
1411960.45430981,595601.985556722,3570,815097A,2012/03/06 17:22:00+00,,,Vacant,MCC,J,9,Midtown-Edmondson,0049 015,1128 N MONROE ST
1411959.76631905,595616.077063978,3571,159243A,2006/09/15 17:57:00+00,,,Vacant,,J,9,Midtown-Edmondson,0049 016,1130 N MONROE ST
1411957.73712364,595658.026127055,3588,554922A,2010/04/23 16:43:00+00,,,Vacant,,J,9,Midtown-Edmondson,0049 019,1136 N MONROE ST
1415684.26149473,594653.399199307,3614,2228678A,2023/04/11 15:20:00+00,,,Vacant,,I,9,Harlem Park,0092 013,1005 W LAFAYETTE AVE
1415667.95181605,594652.699397564,3615,1773940A,2019/03/28 08:33:00+00,,,Vacant,,I,9,Harlem Park,0092 014,1007 W LAFAYETTE AVE
1415651.54830556,594651.864753559,3616,1889146A,2020/04/14 15:13:00+00,,,Vacant,,I,9,Harlem Park,0092 015,1009 W LAFAYETTE AVE
1411562.86488189,593627.731959313,3617,2084069A,2023/12/22 13:29:00+00,,,Vacant,,J,9,Midtown-Edmondson,0106 058,2007 HARLEM AVE
1411575.88847789,593628.471131057,3618,402141A,2009/01/15 06:44:00+00,,,Vacant,,J,9,Midtown-Edmondson,0106 059,2005 HARLEM AVE
1411588.92093214,593629.203084975,3619,2228674A,2023/04/11 15:19:00+00,,,Vacant,,J,9,Midtown-Edmondson,0106 060,2003 HARLEM AVE
1415635.22976863,594651.20202522,3620,477022A,2009/08/24 16:47:00+00,,,Vacant,,I,9,Harlem Park,0092 016,1011 W LAFAYETTE AVE
1415635.2875113,594407.255006567,3627,1137846A,2014/09/02 12:12:00+00,,,Vacant,,I,9,Harlem Park,0092 029,1024 W LANVALE ST
1415771.75475806,594414.093575567,3634,86200A,2005/09/13 14:31:00+00,,,Vacant,,I,9,Harlem Park,0092 036,1010 W LANVALE ST
1415807.44005413,594415.875068054,3639,740642A,2011/08/04 16:30:00+00,,,Vacant,,I,9,Harlem Park,0092 038,1006 W LANVALE ST
1415857.50950781,594409.63787581,3641,2364984A,2024/04/10 11:10:00+00,,,Vacant,,I,9,Harlem Park,0092 040,1002 W LANVALE ST
1411305.76336198,593754.063399553,3642,118210A,2006/02/01 16:58:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 032,2042 HARLEM AVE
1411278.53342955,593752.839320645,3644,182448A,2007/02/01 14:39:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 034,2046 HARLEM AVE
1411290.01667431,593836.918220729,3646,498095A,2009/10/05 13:02:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 036,2031 RAYNER AVE
1411304.99203806,593837.606539562,3647,911645A,2012/12/14 14:57:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 037,2029 RAYNER AVE
1411320.13505238,593838.28796865,3648,1765903A,2019/03/06 11:22:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 038,2027 RAYNER AVE
1411335.01986514,593838.95496206,3649,442290A,2009/06/04 13:36:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 039,2025 RAYNER AVE
1411349.9496253,593839.63146989,3650,117516A,2006/01/31 12:44:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 040,2023 RAYNER AVE
1411424.67913464,593843.004494637,3655,1411413A,2016/08/16 08:54:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 045,2013 RAYNER AVE
1411438.66335864,593843.637367398,3656,961772A,2013/04/26 14:38:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 046,2011 RAYNER AVE
1411451.69318822,593844.240712643,3657,170808A,2006/12/18 11:39:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 047,2009 RAYNER AVE
1411493.0792603,593965.660089225,3660,397155A,2009/04/28 16:06:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 053,2002 RAYNER AVE
1411479.91622889,593964.968817636,3661,557976A,2010/04/16 18:19:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 054,2004 RAYNER AVE
1411427.11318488,593962.12564747,3665,1197826A,2015/02/04 17:06:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 058,2012 RAYNER AVE
1411413.79004881,593961.405176476,3666,324423A,2008/06/07 20:13:00+00,,,Vacant,,J,9,Midtown-Edmondson,0094 059,2014 RAYNER AVE
1413154.41648881,597691.788463727,3683,2337210A,2024/01/09 16:19:00+00,,,Vacant,,J,7,Sandtown-Winchester,0016 011,1620 N GILMOR ST
1413149.38762747,597809.314803481,3695,1614947A,2017/12/06 14:29:00+00,,,Vacant,,J,7,Sandtown-Winchester,0016 020,1638 N GILMOR ST
1413150.50475122,597922.146926895,3703,1515044A,2017/03/29 16:30:00+00,,,Vacant,,J,7,Sandtown-Winchester,0016 028,1654 N GILMOR ST
1411885.03779396,595150.9241229,3743,2472420A,2025/01/29 15:01:00+00,,,Vacant,,J,9,Midtown-Edmondson,0058 072,1009 APPLETON ST
1411883.72742914,595177.666195393,3745,329948A,2008/06/27 00:17:00+00,,,Vacant,,J,9,Midtown-Edmondson,0058 074,1013 APPLETON ST
1414384.98095681,595540.269144729,3746,2426576A,2024/08/29 11:19:00+00,,,Vacant,,G,9,Sandtown-Winchester,0055B078,1306 RIGGS AVE
1411660.11173464,595277.58823964,3763,2476890A,2025/02/05 15:59:00+00,,,Vacant,,J,9,Midtown-Edmondson,0058 042,1917 RIGGS AVE
1414608.98247731,595594.340558887,3778,1999368A,2021/05/27 16:32:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C006,1111 N CAREY ST
1411983.69409272,595044.633324981,3779,377090A,2008/11/18 07:53:00+00,,,Vacant,,J,9,Midtown-Edmondson,0058 004,1906 MOSHER ST
1411969.43854381,595043.95123972,3780,2054615A,2021/10/31 22:23:00+00,,,Vacant,,J,9,Midtown-Edmondson,0058 005,1908 MOSHER ST
1414608.34894839,595608.468483388,3782,261605A,2008/02/05 16:14:00+00,,,Vacant,MCC,J,9,Sandtown-Winchester,0055C007,1113 N CAREY ST
1414607.04448906,595636.191853151,3784,2337201A,2024/01/09 16:22:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C009,1117 N CAREY ST
1414606.4332698,595650.091759726,3785,124983A,2006/03/21 08:41:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C010,1119 N CAREY ST
1414604.59009764,595691.487674311,3788,2331803A,2023/12/26 19:05:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C013,1125 N CAREY ST
1414603.95492831,595705.013237804,3789,2321441A,2023/11/15 10:23:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C014,1127 N CAREY ST
1414602.63603331,595734.170003638,3791,328899A,2008/06/15 19:46:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C016,1131 N CAREY ST
1414601.28432997,595764.218499973,3793,2443510A,2024/10/01 09:40:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C018,1135 N CAREY ST
1414600.59305839,595779.310333312,3794,2343137A,2024/01/26 18:32:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C019,1137 N CAREY ST
1414599.9116293,595794.24829556,3795,887151A,2012/09/13 10:00:00+00,,,Vacant,,J,9,Sandtown-Winchester,0055C020,1139 N CAREY ST
1421708.28455164,595792.259454399,3839,2513091A,2025/05/22 14:39:00+00,,,Vacant,,A,12,Mid-Town Belvedere,0507 015,1028 N CALVERT ST
1421708.05325289,595809.826676473,3840,2513090A,2025/05/22 14:40:00+00,,,Vacant,,A,12,Mid-Town Belvedere,0507 016,1030 N CALVERT ST
1413489.56247206,597580.343476638,3932,2350765A,2024/02/25 21:13:00+00,,,Vacant,,J,7,Sandtown-Winchester,0017 033,1504 BAKER ST
1413430.27846989,597577.680096149,3940,1188143A,2015/01/07 16:27:00+00,,,Vacant,,J,7,Sandtown-Winchester,0017 038,1514 BAKER ST
1413418.71320431,597577.34020181,3941,1762335A,2019/02/10 13:19:00+00,,,Vacant,,J,7,Sandtown-Winchester,0017 039,1516 BAKER ST
1413406.3392133,597579.160408139,3942,1276513A,2015/08/05 16:11:00+00,,,Vacant,,J,7,Sandtown-Winchester,0017 040,1518 BAKER ST
1413322.60250413,597572.496707559,3947,1036613A,2013/11/27 13:47:00+00,,,Vacant,,J,7,Sandtown-Winchester,0017 045,1528 BAKER ST
1413307.28494947,597571.74506864,3948,920135A,2012/12/27 16:01:00+00,,,Vacant,MCC,J,7,Sandtown-Winchester,0017 046,1530 BAKER ST
1411142.53534198,597326.430270568,3949,1994011A,2021/05/14 09:20:00+00,,,Vacant,,I,7,Easterwood,0018 021,1541 N PULASKI ST
1411394.55452298,597151.282654971,3961,997634A,2013/07/17 08:36:00+00,,,Vacant,,I,7,Easterwood,0018 033,1520 N PAYSON ST
1411384.26976664,597357.413148224,3972,2037454A,2021/09/12 11:50:00+00,,,Vacant,,I,7,Easterwood,0018 044,1542 N PAYSON ST
1411339.68488206,596995.277389556,3975,2487732A,2025/03/21 11:25:00+00,,,Vacant,,I,7,Easterwood,0018 047,2000 PRESSTMAN ST
1411550.56733431,596989.302992061,3991,2436884A,2024/09/17 08:16:00+00,,,Vacant,,I,7,Easterwood,0019 001A,1503 N PAYSON ST
1411549.53682455,597007.971917972,3992,1788805A,2019/05/10 12:37:00+00,,,Vacant,,I,7,Easterwood,0019 002,1505 N PAYSON ST
1411547.74417722,597045.625057891,3994,694960A,2011/04/19 16:26:00+00,,,Vacant,,I,7,Easterwood,0019 004,1509 N PAYSON ST
1411545.88460089,597083.338237062,3996,1637504A,2018/02/07 09:41:00+00,,,Vacant,,I,7,Easterwood,0019 006,1513 N PAYSON ST
1411533.32589898,597345.982068732,4010,1608306A,2017/11/10 23:08:00+00,,,Vacant,,I,7,Easterwood,0019 020,1541 N PAYSON ST
1411532.17104563,597364.495483145,4011,2218807A,2023/03/20 14:47:00+00,,,Vacant,,I,7,Easterwood,0019 021,1543 N PAYSON ST
1411649.73642731,596994.357443899,4014,2414136A,2024/07/24 10:54:00+00,,,Vacant,,I,7,Easterwood,0019 024,1502 APPLETON ST
1411789.25812989,597021.450237483,4037,2360291A,2024/03/26 20:27:00+00,,,Vacant,,I,7,Easterwood,0019 047,1505 APPLETON ST
1411788.77978438,597041.126051143,4038,2262649A,2023/06/29 21:08:00+00,,,Vacant,,I,7,Easterwood,0019 048,1507 APPLETON ST
1411771.62890005,597396.115826726,4056,1962537A,2021/01/08 16:54:00+00,,,Vacant,,I,7,Easterwood,0019 066,1543 APPLETON ST
1411886.35537663,597128.414590478,4058,1373550A,2016/04/11 14:36:00+00,,,Vacant,,I,7,Easterwood,0019 068,1516 N MONROE ST
1411885.89113872,597143.567775398,4059,1200355A,2015/02/11 16:53:00+00,,,Vacant,,I,7,Easterwood,0019 068A,1518 N MONROE ST
1411883.97086696,597172.795407221,4061,1278754A,2015/08/12 18:05:00+00,,,Vacant,,I,7,Easterwood,0019 068C,1522 N MONROE ST
1414128.52969806,598495.30949448,4295,2167967A,2022/09/23 15:12:00+00,,,Vacant,,J,7,Druid Heights,0298 099,507 SANFORD PL
1414132.22588488,598508.587683141,4296,2178347A,2022/10/25 16:27:00+00,,,Vacant,,J,7,Druid Heights,0298 100,505 SANFORD PL
1414130.83743621,598523.065344483,4297,1859757A,2019/11/12 08:10:00+00,,,Vacant,,J,7,Druid Heights,0298 101,503 SANFORD PL
1414525.62896948,598687.120790645,4313,2404807A,2024/07/03 16:12:00+00,,,Vacant,,J,7,Druid Heights,0299 009,1317 W NORTH AVE
1414497.72187306,598685.351437226,4315,2207629A,2023/02/16 14:50:00+00,,,Vacant,,J,7,Druid Heights,0299 011,1321 W NORTH AVE
